DEMAND_RESPONSE,Area,Season,Energy,Cost,pair no,Distance
0,7076.03,7333.25,-2509.39,16,122,429
1.737,11954,114599,-2.33E+03,41,235,4905
0,13424.3,139083,-8246,150,326,6508
2.847,8169.22,11978.8,-2552.44,82,128,693
2.837,9660.44,39277,-2.19E+03,21,196,1885
2.782,24203.2,270592,-8.57E+03,102,537,8350
4.43,8804.33,27963.6,-2819.72,94,156,1521
2.589,14193.6,52252.6,-3.03E+03,34,234,2464
2.584,5469.77,2774.29,-1135.92,40,67,224
2.185,5778.87,7569.3,-1883.27,77,104,457
0,32956.9,509795,-19912,154,782,14166
3.725,14416.2,51256.1,-3.71E+03,48,234,2464
0,13851,97433,-6459,85,270,3796
4.093,23333.9,284119,-1.57E+04,70,540,8870
3.906,9504.96,12630.1,-2512.83,88,136,619
4.218,10523,50974.9,-4556.32,120,209,2534
0,3667.89,1830.27,-1254.23,7,63,166
0,25488.7,674161,-23313,92,725,20240
0,6279.92,2887,-2615,3,110,166
4.535,9031.34,20500.1,-3419.77,81,163,1162
0,18386.1,305592,-11749,201,428,11269
4.529,9710.51,30534.6,-3177.42,117,171,1747
4.368,9046,13687.6,-2890.13,14,148,729
0,12232,83120,-7431,41,332,3638
3.788,7303.28,4017.06,-2334.26,70,101,249
3.443,4934.37,4383.61,-1344.15,21,72,340
0,19078.9,115932,-8056,63,405,4071
4.476,10125.3,28563.3,-2.57E+03,26,194,1521
2.635,13200.8,47551.1,1.69E+02,45,223,2059
0,8862.58,18382,-4782,62,164,1019
3.835,4809.19,4417.42,-1.18E+03,11,79,317
1.59,4000.39,2215.9,-1056.31,24,54,165
0,10245.7,39694,-5506,236,191,2119
2.4,5608.82,4196.28,-1.17E+03,12,79,317
0,7066.77,12822,-1810,12,129,808
0,5092.22,4613,-1623,8,94,313
0,8292.36,19094,-3691,58,162,1206
0,8070.5,21314,-2858,22,145,1109
0,7907.16,10368,-2517,25,144,619
0,8921.63,16699,-3202,17,108,486
2.634,21426.5,195815,-6.27E+03,68,403,6746
3.529,10703.5,10140.8,-1.63E+03,34,154,587
2.488,7044.87,13932.3,-2428.82,91,120,809
1.922,6720.76,5328.69,-2.03E+03,9,79,292
3.516,13248.8,60886.5,-3.32E+03,30,247,2754
4.408,14484.5,143616,-5995.49,157,308,6057
4.23,8735.98,27778.9,-2826.17,94,156,1521
2.865,15570.6,116371,-4.88E+03,51,271,4426
4.802,3768.76,1172.52,-831.422,30,51,102
2.216,6394.53,13350.1,-1568.05,15,96,804
3.326,12721,116199,-4.02E+03,39,235,4905
0,8664.9,21422,-4481,31,165,1305
4.254,16682.6,143687,-7207.49,175,362,5847
4.774,8435.42,13576.6,-2614.35,22,132,806
3.627,24089.1,262192,-1.20E+04,87,540,8870
0,14220.2,115403,-7946,46,323,4920
0,9628.76,29902,-5093,98,178,1634
3.021,17981.6,172276,-6.97E+03,87,403,6746
2.1,19755.8,409617,-1.16E+04,63,473,14125
1.607,12083.6,73304.2,-4.43E+03,30,249,3630
3.95,8365.67,9604.68,-2907.17,22,138,554
0,14801.3,164892,-8297,197,330,6520
4.763,12579.6,71755.5,-5610.01,31,262,3211
0,4055.36,5888,-1044,20,68,481
4.828,14825.5,80709,-6969.73,79,320,3466
1.915,4552.02,2231.54,-827.734,24,54,165
1.412,5260.89,4275.34,-1.45E+03,17,88,292
4.045,22996.6,517731,-11446.9,123,540,18067
4.287,9873.69,34804.4,-4416.26,120,208,1691
2.144,8458.75,19830.7,-3547.9,87,163,1162
3.474,9390.24,26582.3,-2.21E+03,67,166,1414
2.299,4735.26,3979.56,-1.24E+03,15,79,317
3.312,14051.3,60594.5,-5.13E+03,23,215,2188
2.815,4314.17,1954.68,-1083.85,5,63,166
0,29522.8,762649,-19830,146,718,22296
0,16318,210590,-10706,52,365,8077
3.55,9801.17,27540.5,-2850.33,102,158,1403
3.781,6085.49,11794.9,-1939.08,11,105,765
2.938,10831.5,38480.2,-4170.23,119,205,1751
2.514,10012,38428.4,-4134.91,15,193,2118
0,20831.8,210073,-7060,80,327,5215
2.948,8733.6,12095.4,-2659.16,86,136,619
3.108,8763.84,16796.1,-2812.48,82,142,844
0,9147.41,39660,-4400,80,202,2124
0,8528.23,17259,-3365,64,144,844
4.431,9088,22896.3,-4.78E+03,40,182,1212
0,5462,5518,-2216,20,93,320
4.353,13285.8,60281.9,-2.40E+03,35,223,2822
2.39,7025.08,5246.18,-2091.07,58,107,346
2.712,9594.94,23053.1,-1.02E+03,16,166,1111
3.239,11324.6,50307.3,-5.57E+03,27,216,2677
0,16720.2,133299,-6722,70,349,5329
4.127,11613.8,42959.5,-1.33E+03,54,223,2059
3.29,8703.42,12586.2,-2447.09,65,136,619
0,10861.9,43273,-8498,112,231,2188
0,5743.9,3670,-2710,11,96,273
0,20346.2,451497,-14199,113,581,15338
2.887,5147.75,3478.04,-790.805,50,51,132
1.97,7787.46,4323.71,-1.86E+03,10,86,205
0,13716.3,52042,-9051,47,306,2255
2.287,24501.9,472379,-1.26E+04,44,483,15505
2.755,9000.64,25077.5,-3127.62,34,157,1519
1.843,5255.95,3495.31,-844.729,50,51,132
3.228,8535.96,13514.6,-2970.68,14,148,729
3.097,9373.94,39216.3,-2.15E+03,19,196,1885
3.72,12580.2,93941.6,-3.06E+03,27,220,3450
3.09,5313.22,4309.04,-1250.53,24,72,340
4.096,8787.16,20778.6,-3470.08,92,163,1162
0,7058.96,18564,-4310,23,149,1109
3.79,16206.7,145202,-7481.07,181,362,5847
3.817,11265.7,30905.5,-8.99E+02,31,166,1111
0,10019.7,43592,-4865,29,200,2392
0,17940.9,135164,-11251,251,388,4827
2.459,8364.22,10480.5,-2891.94,98,139,587
0,6490.39,6538,-2743,38,113,425
1.694,5792.48,4238.4,-1581.93,126,88,318
3.315,5954.81,4296.1,-1377.05,120,88,318
3.563,13801.7,50351.6,-1.30E+03,67,223,2059
2.727,11197.9,78141.2,-8.06E+03,39,272,3539
4.046,12430.6,93230.1,-6.59E+03,59,254,3885
3.999,22605.5,410715,-8.28E+03,68,473,14125
4.667,14168.2,94226.5,-5.83E+03,67,254,3885
4.295,7074.99,4139.57,-2334.4,69,101,249
1.557,11906.8,73852.8,-4.01E+03,30,249,3630
4.64,9253.03,26983,-2.77E+03,32,166,1414
3.013,10748.7,83878.2,-2.21E+03,24,220,3450
4.27,6454.88,13768.5,-1534.32,20,96,804
4.513,7636.29,16480.6,-2629.67,81,134,970
3.813,11185.7,58393.6,-3.44E+03,43,223,2822
3.88,18011.8,198454,-8.53E+03,46,390,7459
4.734,14023.7,139739,-5963.84,166,308,6057
0,9832.53,26728,-1704,15,157,1116
0,7165.28,13299,-4447,59,135,770
0,7943.07,11931,-2090,31,131,805
3.148,8973.96,26629.6,-2.49E+03,39,156,1364
0,27786.2,622142,-12100,112,607,16234
3.581,14553.7,147106,-6098.09,181,308,6057
0,13115.4,132299,-6448,49,311,5320
2.498,11961.7,114625,-3.64E+03,54,235,4905
3.023,5187.38,3336.77,-777.585,47,51,132
0,9668.71,21528,-3698,94,171,1160
3.579,18927.5,178766,-4.79E+03,70,403,6746
2.75,8575.2,16781,-2748.3,76,142,844
0,13731.9,88591.3,-6892.04,40,291,3799
2.309,3342.38,1306.6,-661.663,34,40,100
3.087,13203.9,119128,-3.21E+03,40,235,4905
3.028,4823,2904.45,-1197.3,34,71,249
0,16318,191669,-8499,230,358,7337
0,23871.7,316380,-13518,141,477,9693
2.965,24076.6,469701,-1.26E+04,39,483,15505
0,8745.29,27356,-4790,18,173,1524
4.03,6835.72,4042.8,-2213.27,75,101,249
2.936,4370.71,1889.72,-995.508,7,63,166
2.365,5378.94,4290.38,-5.32E+02,11,79,317
0,35031.2,839199,-16112,533,713,24012
2.276,8557.56,16694.1,-2784.69,82,142,844
0,9945.75,31692,-5676,100,189,1687
4.416,14132.1,49640.3,-3.12E+03,48,234,2464
3.774,9767.52,10227.6,-2290.35,91,130,490
0,13088.3,38582,-4539,22,197,1519
4.75,8519.19,4677.3,-2555.47,27,131,271
1.95,11565.4,57992.2,-4366.97,126,217,2904
4.793,14707.9,80511.1,-7022.12,71,320,3466
4.016,9052.43,11077.3,-3101.81,25,156,654
3.998,10406.6,33142.6,-3308.47,72,176,1922
4.346,12402,90207.5,-4.16E+03,22,220,3450
4.011,9241.18,36781.6,-4.37E+03,35,196,1997
3.449,7589.93,9536.42,-2421.27,20,123,621
0,10727.5,60535,-4729,26,241,2744
0,14492.6,74877,-9693,58,349,3135
0,24161.7,363088,-13063,369,604,11142
3.2,15096,114304,-4.73E+03,69,271,4426
2.513,10123,10390.1,-1.74E+03,42,154,587
0,13227.2,85425,-7354,199,275,3711
0,9918.38,41130,-4655,24,148,1412
3.618,9614.2,25683.3,-3162.97,40,174,1415
3.451,7992.31,24754.7,-7.85E+02,27,156,1364
3.911,7955.62,27162.8,-2858.31,87,156,1521
3.647,5061.66,3752.38,-2.35E+03,10,79,292
0,30890.7,890793,-16372,136,728,24027
3.714,18867.5,197979,-7.66E+03,55,390,7459
4.552,9739.95,35558.1,-4451.32,120,208,1691
2.826,12603.2,78304.5,-3.79E+03,47,272,3539
3.896,9099.99,16482.4,-4160.46,88,172,973
4.589,11977.3,91286.1,-6.32E+03,61,254,3885
4.713,10066.5,37230.3,-3.46E+03,41,196,1997
3.749,5389.69,2995.97,-1188.01,44,67,224
3.326,3367.58,1409.09,-660.443,33,40,100
3.382,12232.6,60188.3,-5.47E+03,24,247,2754
0,12663.4,79528,-6471,127,292,3546
4.085,7878.57,12922.1,-2643.82,15,132,806
2.744,11995.7,113176,-2.33E+03,41,235,4905
3.601,18552.8,160616,-9.24E+03,94,388,6290
0,16321.1,100742,-8039,62,328,3980
4.988,9757.49,30542,-3205.91,119,171,1747
3.455,7086.23,10422.7,-3.07E+03,23,109,689
3.391,14059.8,60700,-5.32E+03,27,247,2754
4.279,5552.93,10965.8,-1995.51,23,102,764
0,5654.66,5248,-2305,49,78,364
2.917,6432.89,12309.5,-1874.63,7,105,765
4.488,9989.04,36671.1,-2.90E+03,33,196,1997
2.5,11022.3,37999.9,-4313.44,118,205,1751
0,10342.2,40023,-6092,34,208,2054
3.598,8259.26,21169,-2864.42,80,145,1156
0,13974.6,205332,-10237,66,347,8206
4.25,18630.6,175573,-4.81E+03,72,403,6746
0,3897.95,1636,-1156,9,66,148
4.499,9408.29,30417.9,-3263.5,120,171,1747
0,13110.6,47322.9,-7632.78,50,298,2196
4.96,13429.1,53782.9,-511.224,84,209,2534
4.142,19876.1,251162,-1.43E+04,71,540,8870
4.374,8874.23,13856.5,-2935.83,21,148,729
2.832,16976.2,145422,-7440.93,187,362,5847
4.357,11155.1,52644.9,-3.84E+03,53,224,2192
0,10508.8,24043,-5652,59,140,1061
4.011,7659.06,9547.41,-2501.97,30,123,621
2.077,15178.7,115650,-4.03E+03,48,271,4426
2.713,13777.7,51552,-5.11E+03,41,234,2464
0,5082.03,1918,-1128,19,74,133
4.024,9103.17,29620.7,-2.06E+03,31,166,1414
0,11987.8,72940,-3892,17,303,3459
0,13023.9,95238,-6347,88,275,4429
0,11542,54205,-3909,38,190,2180
3.252,15665.7,115945,-4.78E+03,49,271,4426
3.841,7165,4040.21,-2268.54,70,101,249
2.843,24700.4,281528,-1.26E+04,70,540,8870
0,18501.4,389928,-13295,119,509,13968
0,12289.9,41736,-7535,18,190,1526
2.102,5040.09,4283.09,-1.35E+03,11,79,317
4.479,9644.63,25580.3,-2198.32,19,174,1415
4.657,5085.97,4330.18,-1293.45,15,72,340
4.577,9378.69,30368.4,-3296.86,121,171,1747
2.166,5062.13,4277.82,-2.10E+03,11,79,317
0,11429.2,40005,-5264,33,228,1933
0,13745.6,49955,-6365,42,260,2196
3.315,14741.9,59292,-5.03E+03,40,215,2188
2.231,8153.95,9274.64,-2796.31,32,138,554
3.885,8616.56,30151.6,-2036.64,26,132,1513
2.822,8135,12035.3,-2532.61,82,128,693
0,7838.21,18540,-3768,9,152,1069
2.194,25062.9,473976,-9.47E+03,38,483,15505
4.649,5659.09,1702.87,-1385.68,21,76,147
0,18218.5,260837,-10300,61,403,10236
3.681,13413.5,60616.4,-4.54E+02,32,247,2754
3.153,13846.5,91755.4,-5.92E+03,62,254,3885
4.543,5454.59,4333.47,-2.20E+03,14,79,292
0,10773.3,24336,-4345,25,235,1071
4.159,22537.5,515348,-11594.6,149,540,18067
4.126,8196.01,12311.5,-2942.29,72,136,619
4.636,9561.38,30266,-3238.31,122,171,1747
2.782,11980.6,46667.6,-6.79E+03,18,215,2188
0,12369.5,60324,-7202,196,291,2825
3.744,9859.61,33654,-3551.78,79,176,1922
0,19437.2,236439,-11919,82,471,7842
4.339,13994.7,52524.6,-6074.9,47,288,2334
3.949,12456.8,78539.8,-3.57E+03,50,272,3539
1.39,5502.12,4355.45,-6.79E+02,15,88,292
0,14261.2,68363,-1143,45,284,2901
2.963,6513.48,10299.4,-3.18E+03,14,109,689
4.731,18414,204909,-9.70E+03,69,390,7459
3.74,7590.31,15608.1,-2725.86,75,134,970
4.888,12031.5,71157.7,-5612.2,47,262,3211
2.476,15476.9,87432.8,-3.10E+03,54,223,2059
2.597,23883.2,471876,-1.20E+04,70,483,15505
3.901,9949.03,32710.2,-3525.18,94,176,1922
2.869,5840.35,7529.36,-1900.47,59,104,457
1.646,7826.51,9444.61,-3055.8,98,130,490
0,13749.4,59648,-5627,32,275,2753
0,13509.6,92110,-5886,30,294,4064
0,16094.5,153002,-10387,185,400,5535
4.495,10844,27717.4,-1.51E+03,25,194,1521
1.892,4857.42,3793.96,-1.01E+03,13,79,317
0,9498.21,20818,-3721,161,162,1255
4.728,9476.59,28967.3,-2.52E+03,41,166,1414
0,19302,267837,-11473,54,410,10529
4.561,9124.45,28716.8,-3439.81,39,179,1626
0,14971.3,93084,-7089,71,329,3808
0,10235.6,90593,-4532,17,222,4144
4.714,9768.55,38130.4,-3721.39,37,180,2054
3.898,8039.89,12862.3,-456.047,26,132,806
0,11877,48500,-4436,50,261,2328
3.604,9540.37,26527.4,-3636.76,25,174,1415
3.329,9749.23,26309.8,-3351.99,23,174,1415
2.304,22162.3,409583,-8.12E+03,61,473,14125
3.576,11091.6,39298.3,-3594.69,29,193,2118
3.631,13635.3,97387.4,-5997.13,168,281,4061
2.881,13112.5,52075.4,-5.02E+03,22,215,2188
0,5813.51,3441,-1621,7,95,269
0,8630.13,14074,-3700,103,153,771
1.575,4048.37,2229.47,-1022.6,32,54,165
3.003,15539.2,85623.6,-2.51E+03,55,223,2059
4.664,11948.1,70285.5,-5700.43,38,262,3211
0,12823,68073,-6167,104,292,2679
0,13010.7,111613,-9781,175,301,5018
3.095,9833.73,51810.7,-3.21E+03,26,188,2599
2.76,24016.4,280750,-1.13E+04,73,540,8870
2.254,5793.87,7660.14,-1863.96,75,104,457
3.133,11253.4,87103.4,-3.16E+03,17,220,3450
3.509,18163.7,159812,-1.04E+04,90,388,6290
2.432,8635.09,9618.1,-2554.01,97,130,490
4.167,5655.36,7135.8,-1767,50,93,545
4.384,9712.19,34426.9,-3.09E+03,26,166,1414
1.009,3494.67,1437.77,-1007.61,42,52,133
0,5945.33,1776.01,-1755.02,50,84,136
4.838,22439.7,282722,-9698.75,66,468,9276
4.044,22555.7,516177,-11510.9,144,540,18067
3.578,8993.53,21945.4,-2854.94,81,152,1165
0,21841.7,375981,-12748,71,507,13152
4.151,8815.98,27315,-1.87E+03,39,156,1364
4.66,9236.4,30433.3,-3412.36,127,171,1747
2.959,4771.49,3136.24,-1195.98,42,71,249
2.545,11659.4,33562.7,1.41E+04,23,234,1581
3.535,23256.2,282723,-1.57E+04,58,540,8870
3.45,5512.77,3371.57,-1076.47,38,71,249
4.571,13717.9,94747.9,-5667.16,48,294,4249
3.396,6798.08,13429.8,-1538.95,25,96,804
4.298,13755.2,47336,-5759.16,69,273,2061
2.7,22719.8,414043,-8.28E+03,63,473,14125
0,17227.4,277641,-8804,49,381,10238
2.719,6410,7458.94,-1624.6,49,93,545
4.245,5831.68,11119.3,-1912.54,31,102,764
4.698,12598.4,71637.2,-5533.16,54,262,3211
0,6191.28,8489.3,-1538.27,31,87,483
1.557,4167.36,2192.04,-1103.87,20,54,165
4.911,9901.28,24315.6,-1.37E+03,16,166,1111
2.5,5954.92,7555.29,-1612.32,49,93,545
3.168,13384.6,48029.1,-3.30E+03,51,223,2059
0,8214.82,31749,-4094,29,161,1868
0,11868.5,55331,-5446,37,218,2390
2.718,16728.4,162162,-7754.51,76,352,6744
0,21154.7,175130,-7443,53,410,5323
2.377,10369,10518.5,-2.03E+03,35,154,587
0,15160,91289,-7830,47,299,3714
0,4611.53,2769,-1106,3,59,166
2.778,11944.8,115635,-4.64E+03,53,235,4905
3.829,9398.21,26234.4,-3384.74,29,174,1415
0,6751.72,10607,-2710,18,96,580
1.465,5382.6,4320.41,-5.58E+02,13,88,292
0,11852.3,59052,-7234,78,324,2759
3.661,13304,98176.2,-5748.09,154,281,4061
4.513,9399.52,37849.5,-3790.74,39,180,2054
0,14274.2,57692,-7205,82,258,2330
3.91,9544.8,27754.9,-2904.36,102,158,1403
2.787,11115.3,83593.5,-1.02E+03,25,220,3450
1.818,5587.06,4154.12,-1526.91,126,88,318
4.286,8104.63,4633.68,-2692.97,32,131,271
2.25,5771.52,4173.87,-1472.52,125,88,318
2.921,12173.5,113351,-4.13E+03,44,235,4905
4.906,9058.63,13430,-2950.43,18,148,729
3.519,18363.4,161065,-1.00E+04,99,388,6290
0,9773.13,30178.1,-3460.06,125,171,1747
1.627,4156.11,2158.09,-1068.44,20,54,165
0,10059.4,25711,-5363,88,146,1209
0,16263.7,140452,-8482,54,369,5536
0,11316.7,31063,-4898,55,209,1468
4.218,9798.71,34343.8,-4452.98,126,208,1691
0,16321.3,118728,-4140,79,331,4721
4.967,6358.75,5200.46,-8.92E+02,14,85,343
0,8129.69,12485,-3637,30,142,767
4.764,13662.9,98430.3,-5828.66,174,281,4061
0,9969.04,37380,-3115,32,176,1696
3.294,11532.2,44871.4,-2.13E+03,34,166,1414
0,8891.96,8580,-3250,18,123,517
3.115,11539.6,114305,-3.38E+03,47,235,4905
0,16117,141951,-7254,39,331,5532
4.625,8997.19,28728.2,-3418.35,35,179,1626
4.295,13685.8,98380.3,-5494.96,144,281,4061
1.827,25404.8,472342,-9.62E+03,38,483,15505
3.409,22471.6,412086,-6.62E+03,60,473,14125
3.639,10427.2,26092.9,-4344.35,39,214,1469
2.805,12184.6,89290.7,-6.70E+03,46,254,3885
3.446,8598.82,26340.6,-2.32E+03,32,156,1364
4.637,19267.5,196483,-7.87E+03,48,390,7459
4.607,10433.5,28618.6,-2.61E+03,27,194,1521
2.332,6316.62,12958.2,-1622.58,15,96,804
2.886,13977,141247,-4.18E+03,48,315,5844
2.516,20699,248377,-1.17E+04,98,537,8350
2.722,15142,60470.1,-6498.04,147,305,2610
4.794,13007.2,44998.2,-5714.46,55,273,2061
0,8751.63,14889,-4903,15,160,769
2.802,14383.9,51081.9,-2.46E+03,40,234,2464
4.993,8696.1,10058.8,-1.28E+03,29,149,549
3.135,16370.9,173366,-7.20E+03,65,403,6746
2.487,15425.9,83662.8,-2.24E+03,55,223,2059
0,14445.9,124944,-11838,237,354,4919
3.734,18465.7,398873,-8.37E+03,81,473,14125
2.928,6167.71,10370.5,-3.19E+03,13,109,689
0,19057.6,366884,-14247,111,472,12970
3.671,16634.4,145365,-4.28E+03,53,315,5844
3.364,15730.1,110856,-5.13E+03,34,322,4619
0,14469.9,80813,-5728,186,241,3136
3.375,9658.82,10190.5,-2.14E+03,37,154,587
2.885,12462.5,60594.3,-5.61E+03,29,247,2754
4.133,9665.2,20892.6,-3307.91,77,163,1162
3.187,23779.2,262549,-1.47E+04,82,540,8870
4.476,9650.88,27466.9,-1.87E+03,27,166,1414
2.937,7767.28,12235,-1670.8,13,105,765
2.916,21749.2,410106,-9.28E+03,65,473,14125
2.112,3973.8,1447.52,-997.689,42,52,133
3.513,13993.3,90825.8,-4.08E+03,49,254,3885
3.857,12632.6,46391.7,-5865.83,62,273,2061
0,4237.13,2484,-719,19,77,186
3.664,7761.04,12579.3,-1686.98,14,105,765
0,9782.13,41885,-4572,27,213,1992
3.517,8520.2,27422.6,-2928.48,85,156,1521
4.245,5831.75,11119.2,-1918.67,31,102,764
1.63,5437.92,4262.17,-1.32E+03,14,88,292
4.875,15325.9,84615.2,-7.01E+03,45,272,3539
2.548,10697.1,49584.4,-4.98E+03,27,216,2677
1.812,13351.4,40263.2,-1.73E+03,41,234,1581
0,7093.75,12571,-3620,286,131,764
3.094,10591.3,25737.6,-1.90E+03,29,166,1111
0,6305.26,4342,-2608,17,100,270
4.131,23173.3,516224,-11555.7,138,540,18067
3.193,5055.19,3249.8,-1158.08,35,71,249
1.972,6329.23,7320.94,-1617.07,51,93,545
3.278,24128.5,279957,-1.34E+04,64,540,8870
2.919,7397.18,14879.8,-2771.1,78,134,970
2.675,4986.74,3178.44,-1128.08,38,71,249
2.64,8766.46,26176.9,-2.05E+03,25,156,1364
3.245,8353.16,9894.1,-2370.49,21,123,621
2.091,7221.03,9289.35,-3192.86,15,138,554
4.855,12452.9,71412.6,-5628.32,28,262,3211
2.612,5237.35,3157.56,-1085.28,38,71,249
4.407,11158.8,39647.6,-3980.49,101,205,1751
3.252,14329.4,58233.7,-5.75E+03,40,215,2188
3.957,13194.6,81092,-4.23E+03,54,272,3539
4.598,7558.99,7511.58,-1.78E+03,157,109,486
2.895,14539.1,141501,-5.48E+03,44,315,5844
0,23961.3,354096,-15114,116,561,11745
3.176,11062.5,85192.7,-2.96E+03,19,220,3450
4.538,9448.28,38130.8,-3808.5,41,180,2054
0,9017.84,20768,-3656,41,165,1024
1.842,5797.85,4268.28,-1552.03,122,88,318
0,23164.1,626764,-10352,115,484,9688
0,8072.84,30931,-3057,12,158,1580
4.509,8622.52,37689.6,-3932.59,53,180,2054
1.756,12075.6,36356,-2.90E+03,29,234,1581
0,13184.9,181069,-6692,40,277,7201
0,15180.4,122375,-8474,35,319,5119
4.603,11562.4,48079.4,-1.41E+03,27,166,1414
1.315,11536.9,68785,-5209.83,145,247,3373
2.714,8548.76,24902.6,-3248.58,29,157,1519
2.876,9492.75,39256.8,-2.97E+03,21,196,1885
0,11855.9,104601,-5846,34,262,4623
2.498,10280.7,42748.7,-1.57E+03,53,223,2059
2.595,9764.24,42738.6,-3052.6,97,159,2181
2.289,2751.72,63.3573,-4.55E+02,6,33,5
3.764,7674,8013.07,-1.03E+03,20,111,453
4.237,5614.79,3414.74,-2.43E+03,20,86,205
0,5772.69,4598,-1821,109,85,342
2.181,15365,115567,-3.86E+03,54,271,4426
3.961,10336.5,37402.5,-3811.3,34,193,2118
0,22302.8,539834,-14014,86,582,17882
2.882,13799.6,90961.7,-4.83E+03,48,254,3885
0,7492.75,9478.59,-3142.1,94,130,490
2.936,14637.5,139653,-4.24E+03,42,315,5844
3.508,5245.38,4512.69,-6.44E+02,9,79,317
3.848,7124.67,9278.52,-3136.08,15,138,554
3.278,10619,85260.6,-2.66E+03,22,220,3450
0,18705.1,267599,-10496,36,396,9400
0,14451.4,74148,-5885,42,291,3217
2.209,5820.1,7524.57,-1888.65,75,104,457
0,17068.8,178744,-9938,296,381,6978
4.474,8840.38,28729.4,-3420.37,33,179,1626
3.194,9906.96,10780.6,-2.40E+03,38,154,587
0,17228.7,230844,-8095,94,419,8352
0,8546.7,11175,-3806,62,171,620
3.286,13213.6,79811.6,-5.45E+03,58,272,3539
4.029,6919.3,4087.83,-2350.43,71,101,249
4.427,20322.7,249718,-1.04E+04,61,540,8870
3.742,8034.49,16553.2,-2825.42,79,142,844
0,8267.63,27280,-5304,122,159,1628
0,12225.9,52519.9,-7039.07,43,288,2334
0,12604.9,41364,-6067,42,280,1938
0,17573.4,268551,-10935,63,481,9959
2.185,6825.99,5346.56,-1.79E+03,8,79,292
4.358,9978.71,38242.1,-3560.61,41,180,2054
1.937,12055.1,34441.2,-1.98E+03,22,234,1581
4.395,20931.1,183794,-4.59E+03,73,403,6746
3.782,22429.2,406787,-8.51E+03,57,473,14125
4.429,9376.99,28721.3,-3381.25,33,179,1626
2.189,5461.83,4349.85,-1.88E+03,15,79,292
2.766,15798.2,115111,-5.34E+03,55,271,4426
0,8942.5,39996,-3736,37,181,2181
0,7314.27,9436,-2997,11,140,554
4.128,2408.51,50.0457,-5.67E+02,92,33,5
3.663,5641.47,7183.05,-1674.76,52,93,545
3.363,16803.1,175455,-6.74E+03,82,403,6746
1.598,10756.5,69622.4,-5440.91,131,247,3373
0,23082.5,309652,-12776,91,482,9834
3.48,11321.1,85817.3,-3.91E+03,20,220,3450
3.511,9612.66,23616.5,-8.97E+02,18,166,1111
2.937,21499.4,465709,-1.27E+04,80,483,15505
0,12260.4,39182,-4420,33,236,1813
0,18588.3,232299,-12288,95,437,7837
0,9333.64,25863,-5669,34,200,1468
2.907,12271.5,52969.3,-3.29E+03,104,224,2192
2.445,11764.8,74748.4,-4.98E+03,31,249,3630
3.095,8485.72,13431.2,-2838.9,11,148,729
2.252,21456.9,409991,-9.31E+03,56,473,14125
0,7355.22,11978,-2116,35,128,769
1.842,6425.64,13424.5,-1597.91,16,96,804
1.822,17718,163265,-7354.62,78,352,6744
4.079,12282.8,46748,-1.45E+03,47,223,2059
0,14333.8,235068,-6996,58,349,9396
0,27622.6,437696,-12120,34,376,6518
0,11265.7,60754,-5331,138,232,2602
1.953,12850.1,74233.4,-1.59E+02,25,249,3630
4.472,9462.34,16404.4,-2979.67,81,172,973
0,10098.7,43197,-4534,46,190,2318
2.069,12854.2,115837,-1.97E+03,44,235,4905
3.975,5927.07,4325.65,-1183.91,18,72,340
3.976,16616.2,200678,-9.37E+03,42,390,7459
2.782,13118.1,90940.7,-4.04E+03,45,254,3885
0,11157.9,39520,-6475,56,214,1931
4.532,25518.3,479263,-1.17E+04,54,483,15505
0,12282,67246,-4383,63,249,2903
3.068,9596.96,52031.6,-3.07E+03,43,188,2599
2.499,7444.32,9535.62,-2467.9,13,123,621
0,13561,144015,-4957.24,40,248,5018
3.617,8396.6,12233.2,-2765.3,80,136,619
0,14941.2,86906,-7672,76,299,3801
0,11086,45950,-4715,28,206,2194
3.334,11751.8,52284.9,-4.16E+03,20,216,2677
2.731,13579.3,142646,-6213.24,167,308,6057
2.176,10544.3,38120.2,-4218.68,97,205,1751
1.206,6011.7,4775.39,-9.19E+02,23,85,343
0,10241.5,34794,-4704,151,205,1637
4.78,7888.73,4883.07,-2551.8,25,131,271
2.063,3904.15,1452.75,-966.672,42,52,133
3.639,10235.5,38842.4,-4072.43,30,193,2118
0,26414.4,757543,-15116,90,629,18498
3.391,5097.85,1646.18,-755.785,37,52,133
0,5004.54,1073,-937,14,66,87
4.386,12692.9,54873.3,-2.76E+03,58,224,2192
2.839,25132.5,470341,-1.32E+04,45,483,15505
4.969,3430.09,1969.8,-616.39,7,43,161
4.567,14003.6,47926.5,-5715.97,76,273,2061
0,8649.42,21504,-3789,18,154,1201
4.419,7610.95,9130.35,-1.02E+03,22,102,516
3.058,15150.5,60381.5,-5.08E+03,34,215,2188
3.549,20159.3,197060,-4.78E+03,81,403,6746
0,13652,165927,-7525,76,321,7208
3.927,8750.62,11283.2,-3195.81,46,156,654
3.667,9450.85,25682.7,-3380.14,36,174,1415
4.755,11716.8,61673.8,-4446.68,127,237,2672
1.377,5927.07,5113.75,-1.47E+03,24,85,343
0,18165.5,204814,-8886,24,374,7459
3.98,8733.32,13336.5,-2469.27,17,132,806
3.485,13781.5,50910.6,-3.34E+03,40,234,2464
4.918,9515.33,30625.6,-3239.88,120,171,1747
4.737,9006.17,37489.1,-3703.48,49,180,2054
2.384,10142.7,10457.2,-2.18E+03,36,154,587
